round_id,label,tool,region,chrom,start,end,center,window_bp,score_100,computed_advanced_score,combined_final,rank,gap_to_leader,runtime_seconds,variant_count,weighted_f1_truth,core_points,completeness_points,fp_points,quality_points,overcall_penalty,raw_score_before_overcall,f1_snp,f1_indel,precision_snp,precision_indel,recall_snp,recall_indel,fp_per_target,region_fp_total,titv_query_snp,titv_truth_snp,hethom_query_snp,hethom_truth_snp,hethom_query_indel,hethom_truth_indel,advanced_score,avg_recall,cfg_active_probability_threshold,cfg_adaptive_pruning_initial_error_rate,cfg_adjust_MQ,cfg_assembly_region_padding,cfg_base_quality_score_threshold,cfg_cnn_homref_call_min_gq,cfg_contamination_fraction_to_filter,cfg_count_orphans,cfg_del_bias,cfg_delta_BQ,cfg_dont_use_soft_clipped_bases,cfg_emit_ref_confidence,cfg_ext_prob,cfg_full_BAQ,cfg_gap_frac,cfg_heterozygosity,cfg_indel_bias,cfg_indel_heterozygosity,cfg_keep_duplicates,cfg_max_BQ,cfg_max_alternate_alleles,cfg_max_assembly_region_size,cfg_max_depth,cfg_max_idepth,cfg_max_num_haplotypes_in_population,cfg_max_reads_per_alignment_start,cfg_max_reads_per_partition,cfg_min_BQ,cfg_min_MQ,cfg_min_assembly_region_size,cfg_min_base_quality,cfg_min_base_quality_score,cfg_min_dangling_branch_length,cfg_min_ireads,cfg_min_mapping_quality,cfg_min_mapping_quality_score,cfg_min_pruning,cfg_model_type,cfg_multi_allelic_qual_filter,cfg_multiallelic_caller,cfg_no_BAQ,cfg_normalize_reads,cfg_open_prob,cfg_pair_hmm_gap_continuation_penalty,cfg_pcr_indel_model,cfg_phase_reads,cfg_phred_scaled_global_read_mismapping_rate,cfg_ploidy,cfg_prior,cfg_pruning_lod_threshold,cfg_pval_threshold,cfg_qual_filter,cfg_realign_reads,cfg_recover_all_dangling_branches,cfg_redo_BAQ,cfg_sample_ploidy,cfg_score_vs_ref,cfg_sort_by_haplotypes,cfg_standard_min_confidence_threshold_for_calling,cfg_tandem_qual,cfg_use_multiallelic_model,cfg_variants_only,cfg_vsc_min_count_indels,cfg_vsc_min_count_snps,cfg_vsc_min_fraction_indels,cfg_vsc_min_fraction_snps,completeness_component,core_component,coverage,fn_indel,fn_snp,fp_component,fp_indel,fp_rate,fp_snp,frac_na_indel,frac_na_snp,het_hom_ratio,hethom_component,quality_component,query_total_indel,query_total_snp,region_fp_indel,region_fp_snp,size_ratio,snp_fp_per_target,target_fp,ti_tv_ratio,titv_component,tp_indel,tp_snp,truth_total_indel,truth_total_snp
2026-06-30T17:52:00+00:00,gatk,gatk,chr21:13034389-18034389,chr21,13034389,18034389,15534389.0,5000000,80.53,80.52963338552453,0.8052963338552453,50,-15.7,102.39090871810913,7936.0,0.98168044077135,51.87901402395374,14.99960449218,8.911923196612035,4.739091672778769,0.0,80.52963338552453,0.984848484848485,0.9500000000000001,0.9948979591836735,0.95,0.975,0.95,6.840909090909091,1505.0,1.8100217864923747,1.9060693641618498,0.9972127593682255,1.268898081985709,0.7907845579078456,0.7857142857142857,80.52963338552453,0.9624999999999999,0.002,0.002,,161,15,,0.3,,,,False,NONE,,,,0.005,,0.0003,,,8,500,,,384,40,,,,30,,5,2,,,20,2,,,,,,,7,NONE,,40,,,4,,,,True,,2,,,27.8,,,,,,,,0.999973632812,0.8646502337325622,1.0,1.0,5.0,0.594128213107469,1.0,0.009259259259259259,1.0,0.0,0.0,0.9972127593682255,0.5651075767627669,0.47390916727787685,20.0,196.0,540.0,965.0,0.9818181818181818,4.825,0.004545454545454545,1.8100217864923747,0.3827107577929868,19.0,195.0,20.0,200.0
2026-06-30T17:52:00+00:00,newgatk,bcftools,chr21:13034389-18034389,chr21,13034389,18034389,15534389.0,5000000,61.77,61.76549257760657,0.6176549257760657,59,-34.4,78.49347949028015,9811.0,0.8479233964005538,36.60179979233432,14.97069761718,5.709752900227378,4.483242267864868,0.0,61.76549257760657,0.8477157360406091,0.85,0.8608247422680413,0.85,0.835,0.85,7.113636363636363,1565.0,1.8138297872340425,1.9060693641618498,1.2606837606837606,1.268898081985709,1.2307692307692308,0.7857142857142857,61.76549257760657,0.8425,,,,,,20.0,,,,,,,,,,,,,False,,,,,,,,1500,,,,10,,,,5,,,WGS,0.4,,,False,,,,False,,,,,,0.1,True,,,,,False,,,False,,2,2,0.12,0.12,0.998046507812,0.6100299965389053,1.0,3.0,33.0,0.38065019334849187,3.0,0.14018691588785046,27.0,0.0,0.0,1.2606837606837606,0.49908302938466154,0.4483242267864868,20.0,194.0,592.0,973.0,0.9727272727272728,4.865,0.004545454545454545,1.8138297872340425,0.3975654241883121,17.0,167.0,20.0,200.0
2026-06-23T16:40:00+00:00,gatk,gatk,chr21:13364366-18364366,chr21,13364366,18364366,15864366.0,5000000,59.25,59.25235324363707,0.5925235324363707,50,-37.5,181.29480075836182,8720.0,0.7954545454545454,32.86397898800127,14.937721757804999,7.5,3.9506524978308084,0.0,59.25235324363707,0.795,0.8000000000000002,0.795,0.8,0.795,0.8,7.136363636363637,1570.0,1.8093922651933703,1.8940092165898617,1.2729885057471264,1.2035087719298245,1.1103896103896105,0.7539267015706806,59.25235324363707,0.7975000000000001,0.0004,0.0015,,120,18,,0,,,,False,NONE,,,,0.001,,0.000144,,,6,300,,,256,50,,,,50,,10,2,,,26,2,,,,,,,8,NONE,,45,,,2.302585,,,,True,,2,,,31.0,,,,,,,,0.995848117187,0.5477329831333545,1.0,4.0,41.0,0.5,4.0,0.20454545454545456,41.0,0.0,0.0,1.2729885057471264,0.36107522103275724,0.39506524978308083,20.0,200.0,587.0,983.0,1.0,4.915,0.004545454545454545,1.8093922651933703,0.4290552785334044,16.0,159.0,20.0,200.0
2026-07-01T17:52:00+00:00,gatk,gatk,chr21:13373841-18373841,chr21,13373841,18373841,15873841.0,5000000,76.4,76.40035738255266,0.7640035738255266,53,-19.0,178.21663212776184,8193.0,0.9726354453627181,50.074658862577316,14.990017499992499,6.59989000828111,4.735791011701727,0.0,76.40035738255266,0.98989898989899,0.8000000000000002,1.0,0.8,0.98,0.8,6.359090909090909,1399.0,1.7884373690825304,1.8917668825161886,0.9756604333630158,1.2178077332387371,0.7497048406139315,0.7521815008726004,76.40035738255266,0.89,0.002,0.002,,120,17,,0.3,,,,False,NONE,,,,0.005,,0.0003,,,8,400,,,288,36,,,,30,,5,2,,,20,2,,,,,,,8,NONE,,40,,,3,,,,True,,2,,,27.4,,,,,,,,0.9993344999995,0.834577647709622,1.0,4.0,4.0,0.4399926672187407,4.0,0.018518518518518517,0.0,0.0,0.0,0.9756604333630158,0.591325691617688,0.47357910117017266,20.0,196.0,513.0,886.0,0.9818181818181818,4.43,0.004545454545454545,1.7884373690825304,0.35583251072265726,16.0,196.0,20.0,200.0
2026-07-01T17:52:00+00:00,newgatk,gatk,chr21:13373841-18373841,chr21,13373841,18373841,15873841.0,5000000,76.4,76.40035738255266,0.7640035738255266,52,-19.0,193.39861702919006,8193.0,0.9726354453627181,50.074658862577316,14.990017499992499,6.59989000828111,4.735791011701727,0.0,76.40035738255266,0.98989898989899,0.8000000000000002,1.0,0.8,0.98,0.8,6.359090909090909,1399.0,1.7884373690825304,1.8917668825161886,0.9756604333630158,1.2178077332387371,0.7497048406139315,0.7521815008726004,76.40035738255266,0.89,0.002,0.0017,,120,17,,0.3,,,,False,NONE,,,,0.005,,0.0003,,,9,400,,,288,36,,,,30,,5,2,,,20,2,,,,,,,8,NONE,,40,,,3,,,,True,,2,,,27.0,,,,,,,,0.9993344999995,0.834577647709622,1.0,4.0,4.0,0.4399926672187407,4.0,0.018518518518518517,0.0,0.0,0.0,0.9756604333630158,0.591325691617688,0.47357910117017266,20.0,196.0,513.0,886.0,0.9818181818181818,4.43,0.004545454545454545,1.7884373690825304,0.35583251072265726,16.0,196.0,20.0,200.0
2026-06-28T21:28:00+00:00,gatk,gatk,chr21:13546877-18546877,chr21,13546877,18546877,16046877.0,5000000,90.85,90.84990045531221,0.908499004553122,106,-5.4,191.01059985160828,8372.0,0.9931761221234905,55.04359400821177,14.99984402343,14.632554266325164,6.173908157345278,0.0,90.84990045531221,0.9974937343358395,0.9500000000000001,1.0,0.95,0.995,0.95,6.590909090909091,1450.0,1.890770533446232,1.9195612431444242,1.2212101496421601,1.4006012777151446,0.9675324675324676,1.028169014084507,90.84990045531221,0.9724999999999999,0.0021,0.0015,,165,15,,0.3,,,,False,NONE,,,,0.004,,0.00035,,,8,500,,,384,40,,,,30,,5,2,,,20,2,,,,,,,8,NONE,,40,,,3.303,,,,True,,2,,,27.0,,,,,,,,0.999989601562,0.9173932334701962,1.0,1.0,1.0,0.9755036177550109,1.0,0.0045662100456621,0.0,0.0,0.0,1.2212101496421601,0.48495038087957176,0.6173908157345278,20.0,199.0,524.0,926.0,0.9954545454545455,4.63,0.004545454545454545,1.890770533446232,0.7498312505894839,19.0,199.0,20.0,200.0
2026-06-29T08:16:00+00:00,gatk,gatk,chr21:13567469-18567469,chr21,13567469,18567469,16067469.0,5000000,83.35,83.3507571597636,0.833507571597636,174,-13.2,207.7003514766693,7967.0,0.988630667578036,53.60237569725523,14.998914726555,9.900736065160316,4.848730670793049,0.0,83.3507571597636,0.9974937343358395,0.9,1.0,0.9,0.995,0.9,6.027272727272727,1326.0,1.8411998235553595,1.9168287937743191,0.9541868932038835,1.1571942446043166,0.7473053892215569,0.7026086956521739,83.3507571597636,0.9475,0.002,0.002,,130,15,,0.3,,,,False,NONE,,,,0.004,,0.0003,,,8,500,,,333,38,,,,30,,5,2,,,20,2,,,,,,,9,NONE,,40,,,3,,,,True,,2,,,27.0,,,,,,,,0.999927648437,0.8933729282875872,1.0,2.0,1.0,0.6600490710106878,2.0,0.0091324200913242,0.0,0.0,0.0,0.9541868932038835,0.5003413024232276,0.4848730670793049,20.0,199.0,489.0,837.0,0.9954545454545455,4.185,0.004545454545454545,1.8411998235553595,0.4694048317353822,18.0,199.0,20.0,200.0
2026-06-30T15:28:00+00:00,gatk,gatk,chr21:13675599-18675599,chr21,13675599,18675599,16175599.0,5000000,87.49,87.48755601161609,0.8748755601161611,50,-9.4,116.11737990379333,8189.0,0.9885848408518435,53.58949511088531,14.999742539055,13.94096649696471,4.957351864711066,0.0,87.48755601161609,0.9924433249370278,0.9500000000000001,1.0,0.95,0.985,0.95,6.1863636363636365,1361.0,1.87942955920484,1.9528846153846153,1.0539457459926018,1.2189306358381502,0.8520782396088019,0.907608695652174,87.48755601161609,0.9675,0.002,0.0017,,155,15,,0.3,,,,False,NONE,,,,0.005,,0.0003,,,8,500,,,384,40,,,,30,,5,2,,,20,2,,,,,,,8,NONE,,40,,,4,,,,True,,2,,,27.8,,,,,,,,0.999982835937,0.8931582518480885,1.0,1.0,3.0,0.929397766464314,1.0,0.004608294930875576,0.0,0.0,0.0,1.0539457459926018,0.5117493574598337,0.4957351864711066,20.0,197.0,475.0,886.0,0.9863636363636363,4.43,0.004545454545454545,1.87942955920484,0.47972101548237944,19.0,197.0,20.0,200.0
2026-06-30T15:28:00+00:00,newgatk,bcftools,chr21:13675599-18675599,chr21,13675599,18675599,16175599.0,5000000,69.02,69.02286712318683,0.6902286712318683,61,-27.9,84.98451542854309,9836.0,0.9223846505253541,43.284281107032065,14.994532499992502,6.848257353162179,3.895796163000074,0.0,69.02286712318683,0.9246231155778895,0.9,0.9292929292929293,0.9,0.92,0.9,6.277272727272727,1381.0,1.8450819672131147,1.9528846153846153,1.258295380611581,1.2189306358381502,1.2406119610570236,0.907608695652174,69.02286712318683,0.91,,,,,,20.0,,,,,,,,,,,,,False,,,,,,,,1500,,,,10,,,,5,,,WGS,0.4,,,False,,,,False,,,,,,0.1,True,,,,,False,,,False,,2,2,0.12,0.12,0.9996354999995001,0.7214046851172011,1.0,2.0,16.0,0.4565504902108119,2.0,0.07339449541284404,14.0,0.0,0.0,1.258295380611581,0.4388928472164703,0.3895796163000074,20.0,198.0,510.0,871.0,0.990909090909091,4.355,0.004545454545454545,1.8450819672131147,0.34026638538354453,18.0,184.0,20.0,200.0
2026-07-01T09:28:00+00:00,gatk,gatk,chr21:13707702-18707702,chr21,13707702,18707702,16207702.0,5000000,81.39,81.39109095584581,0.8139109095584581,163,-15.1,104.63645696640015,8137.0,0.984039386306389,52.419880654171756,14.99857417968,9.227792166054346,4.744843955939699,0.0,81.39109095584581,0.9924433249370278,0.9,1.0,0.9,0.985,0.9,6.172727272727273,1358.0,1.843010752688172,1.9126576366184027,0.9198373511472553,1.1645262061784103,0.7709563164108618,0.7186440677966102,81.39109095584581,0.9425,0.0021,0.0015,,165,15,,0.3,,,,False,NONE,,,,0.004,,0.0003,,,9,500,,,384,37,,,,30,,5,2,,,22,2,,,,,,,8,NONE,,40,,,3,,,,True,,2,,,27.0,,,,,,,,0.999904945312,0.8736646775695293,1.0,2.0,3.0,0.6151861444036231,2.0,0.009216589861751152,0.0,0.0,0.0,0.9198373511472553,0.4506268652564897,0.47448439559396993,20.0,197.0,506.0,852.0,0.9863636363636363,4.26,0.004545454545454545,1.843010752688172,0.4983419259314502,18.0,197.0,20.0,200.0
